project,report_ID,task_ID,"task_state (rejected, pending, completed)","expired (Yes or No)",user,task_create_date,report_start_date,report_save_date,report_update_date,last_user,report_sent_date,task_limit_date,task_update_date,task_latitude,task_longitude,report_latitude,report_longitude,task_description,task_observation,Detalle,"Tipo incidencia","Localización (Mapa)",Foto,Observaciones
INCIDENCIA,KDfiY,,,Yes,ayagaures.pistas1,,"2018-01-23 17:20:26","2018-01-23 17:21:35","2018-01-23 18:10:54",,"2018-01-23 18:10:54",,,,,27.8463924,-15.4425038,,,Detalle,"Limita/Prohibe Paso","28.125626908966257,-15.454327426850798",https://web.surikat.io/uploads/img/submissions/365F9D6C550675B308AE485164A7943B/134_23-01-2018_17-21-35_1513762025395.png,"Acceso restringido a la pista a unos 30m del comienzo de la misma."
INCIDENCIA,KDfiI,,,Yes,ayagaures.pistas1,,"2018-01-23 17:37:03","2018-01-23 17:38:40","2018-01-23 18:28:00",,"2018-01-23 18:28:00",,,,,27.8463924,-15.4425038,,,Detalle,"Explotación ganadera","28.117455922465812,-15.496963486075401",https://web.surikat.io/uploads/img/submissions/365F9D6C550675B308AE485164A7943B/137_23-01-2018_17-38-40_1513762025395.png,"Explotación de ganado Vacuno."
INCIDENCIA,KDfyf,,,Yes,ayagaures.pistas1,,"2018-01-11 13:20:52","2018-01-23 21:04:32","2018-01-23 21:54:46",,"2018-01-23 21:54:46",,,,,27.9869657,-15.4618894,,,Detalle,Cárcavas,"28.018472345747515,-15.449229218065737",https://web.surikat.io/uploads/img/submissions/365F9D6C550675B308AE485164A7943B/44_23-01-2018_21-04-32_1513762025395.png,"Tramo con cierta dificultad debida a las diversas cárcavas provocadas por la lluvia."
INCIDENCIA,KDfyX,,,Yes,ayagaures.pistas1,,"2018-01-10 17:00:28","2018-01-23 21:04:48","2018-01-23 21:54:46",,"2018-01-23 21:54:46",,,,,27.9869657,-15.4618894,,,Detalle,"Limita/Prohibe Paso","27.98816323203966,-15.485971458256243",https://web.surikat.io/uploads/img/submissions/365F9D6C550675B308AE485164A7943B/28_23-01-2018_21-04-48_1513762025395.png,"Cerrada por obras de forma circunstancial.  Hubo desprendimientos considerables y actualmente están reforzando las paredes del risco.   No permiten el acceso."
INCIDENCIA,KDfOp,,,Yes,ayagaures.pistas1,,"2018-01-24 09:06:42","2018-01-24 09:09:56","2018-01-24 09:59:41",,"2018-01-24 09:59:41",,,,,27.8895593,-15.4146786,,,Detalle,OTROS,"27.939847835842237,-15.517571903765202",https://web.surikat.io/uploads/img/submissions/365F9D6C550675B308AE485164A7943B/144_24-01-2018_09-09-56_1513762025395.png,"Filtración de origen natural desde risco."
INCIDENCIA,KDfOy,,,Yes,ayagaures.pistas1,,"2018-01-24 09:23:14","2018-01-24 09:25:45","2018-01-24 10:15:04",,"2018-01-24 10:15:04",,,,,27.8895593,-15.4146786,,,Detalle,Cárcavas,"27.94562765650613,-15.523913316428663",https://web.surikat.io/uploads/img/submissions/365F9D6C550675B308AE485164A7943B/145_24-01-2018_09-25-45_1513762025395.png,"Presencia de cárcavas provocadas por lluvias."
INCIDENCIA,KDfOn,,,Yes,ayagaures.pistas1,,"2018-01-24 09:41:54","2018-01-24 09:43:54","2018-01-24 10:33:25",,"2018-01-24 10:33:25",,,,,27.8895593,-15.4146786,,,Detalle,"Caída distinto nivel","27.94742871503136,-15.520552843809126",https://web.surikat.io/uploads/img/submissions/365F9D6C550675B308AE485164A7943B/148_24-01-2018_09-43-54_1513762025395.png,"Subida prolongada con riesgo de caída a distinto nivel."
INCIDENCIA,KDfb7,,,Yes,ayagaures.pistas1,,"2018-01-24 12:18:06","2018-01-24 12:20:17","2018-01-24 13:12:45",,"2018-01-24 13:12:45",,,,,27.8486322,-15.4449621,,,Detalle,"Caída distinto nivel","28.04151876679485,-15.606135427951813",https://web.surikat.io/uploads/img/submissions/365F9D6C550675B308AE485164A7943B/156_24-01-2018_12-20-17_1513762025395.png,"Riesgo de caída a distinto nivel."
INCIDENCIA,KDfbW,,,Yes,ayagaures.pistas1,,"2018-01-24 12:24:59","2018-01-24 12:26:03","2018-01-24 13:25:08",,"2018-01-24 13:25:08",,,,,28.0569714,-15.5725353,,,Detalle,Cárcavas,"28.04244527928032,-15.606248416006567",https://web.surikat.io/uploads/img/submissions/365F9D6C550675B308AE485164A7943B/158_24-01-2018_12-26-03_1513762025395.png,"Presencia de cárcavas provocadas por lluvias."
INCIDENCIA,KDfhy,,,Yes,ayagaures.pistas1,,"2018-01-24 12:46:32","2018-01-24 12:48:28","2018-01-24 13:37:48",,"2018-01-24 13:37:48",,,,,28.0256047,-15.5970873,,,Detalle,"Explotación agrícola","28.050545635383127,-15.597923845052721",https://web.surikat.io/uploads/img/submissions/365F9D6C550675B308AE485164A7943B/160_24-01-2018_12-48-28_1513762025395.png,"Zona de explotación agrícola."
INCIDENCIA,KDfhu,,,Yes,ayagaures.pistas1,,"2018-01-24 13:48:35","2018-01-24 13:50:04","2018-01-24 16:13:19",,"2018-01-24 16:13:19",,,,,28.0569714,-15.5725353,,,Detalle,"Limita/Prohibe Paso","28.05888533160489,-15.599944554269316",https://web.surikat.io/uploads/img/submissions/365F9D6C550675B308AE485164A7943B/164_24-01-2018_13-50-04_1513762025395.png,"Pista cerrada al tráfico por obras."
INCIDENCIA,KDfh0,,,Yes,ayagaures.pistas1,,"2018-01-24 14:33:23","2018-01-24 14:34:35","2018-01-24 16:13:19",,"2018-01-24 16:13:19",,,,,28.0569714,-15.5725353,,,Detalle,Cárcavas,"28.078612974797483,-15.593942105770113",https://web.surikat.io/uploads/img/submissions/365F9D6C550675B308AE485164A7943B/168_24-01-2018_14-34-35_1513762025395.png,"Cárcavas provocadas por lluvias."
INCIDENCIA,KDfhV,,,Yes,ayagaures.pistas1,,"2018-01-24 14:43:44","2018-01-24 14:45:42","2018-01-24 16:13:19",,"2018-01-24 16:13:19",,,,,28.0569714,-15.5725353,,,Detalle,Vertidos,"28.082023371846606,-15.59222213923931",https://web.surikat.io/uploads/img/submissions/365F9D6C550675B308AE485164A7943B/169_24-01-2018_14-45-42_1513762025395.png,"Vertido ilegal de mangueras y otros elementos contaminantes."
INCIDENCIA,KDfn1,,,Yes,ayagaures.pistas1,,"2018-01-24 15:42:29","2018-01-24 15:45:14","2018-01-24 17:34:35",,"2018-01-24 17:34:35",,,,,28.0567703,-15.6093359,,,Detalle,Desprendimiento,"28.04418228373706,-15.611383840441702",https://web.surikat.io/uploads/img/submissions/365F9D6C550675B308AE485164A7943B/172_24-01-2018_15-45-14_1513762025395.png,"Zona afectada por desprendimientos con caída a distinto nivel que hacen la pista muy estrecha para transitar con vehículo 4*4."
INCIDENCIA,KDfn6,,,Yes,ayagaures.pistas1,,"2018-01-24 16:25:45","2018-01-24 16:28:06","2018-01-24 17:34:35",,"2018-01-24 17:34:35",,,,,27.8486322,-15.4449621,,,Detalle,"Caída distinto nivel","28.055009373592174,-15.623685121536255",https://web.surikat.io/uploads/img/submissions/365F9D6C550675B308AE485164A7943B/176_24-01-2018_16-28-06_1513762025395.png,"Riesgo de caída a distinto nivel."
INCIDENCIA,KDfnH,,,Yes,ayagaures.pistas1,,"2018-01-24 18:09:35","2018-01-24 18:10:47","2018-01-24 19:00:02",,"2018-01-24 19:00:02",,,,,28.0751225,-15.6011357,,,Detalle,"Explotación agrícola","28.073068666873596,-15.607298836112022",https://web.surikat.io/uploads/img/submissions/365F9D6C550675B308AE485164A7943B/187_24-01-2018_18-10-47_1513762025395.png,"Zona de explotación agrícola."
INCIDENCIA,KDu4S,,,Yes,ayagaures.pistas1,,"2018-02-12 09:47:05","2018-02-12 09:49:47","2018-02-12 10:37:28",,"2018-02-12 10:37:28",,,,,28.1264264,-15.5477049,,,Detalle,Instalaciones,"28.11904711515527,-15.544909983873367",https://web.surikat.io/uploads/img/submissions/365F9D6C550675B308AE485164A7943B/194_12-02-2018_09-49-47_1513762025395.png,"Instalaciones de procesado de áridos para elaboración de cantería."
INCIDENCIA,KDu4M,,,Yes,ayagaures.pistas1,,"2018-02-12 09:58:14","2018-02-12 09:59:30","2018-02-12 10:47:11",,"2018-02-12 10:47:11",,,,,28.1328995,-15.5481972,,,Detalle,Cárcavas,"28.11859084358379,-15.545765608549118",https://web.surikat.io/uploads/img/submissions/365F9D6C550675B308AE485164A7943B/196_12-02-2018_09-59-30_1513762025395.png,"Presencia en cárcavas provocadas por lluvias."
INCIDENCIA,KDu76,,,Yes,ayagaures.pistas1,,"2018-02-12 10:17:43","2018-02-12 10:20:23","2018-02-12 11:08:02",,"2018-02-12 11:08:02",,,,,28.1266758,-15.5327996,,,Detalle,"Explotación agrícola","28.125560084041332,-15.541804321110247",https://web.surikat.io/uploads/img/submissions/365F9D6C550675B308AE485164A7943B/199_12-02-2018_10-20-23_1513762025395.png,"Vista de una extensa zona de cultivo de platanera que combina la actividad con la explotación de ganado vacuno."
INCIDENCIA,KDu9t,,,Yes,ayagaures.pistas1,,"2018-02-12 13:02:47","2018-02-12 13:05:28","2018-02-12 13:53:08",,"2018-02-12 13:53:08",,,,,28.0505489,-15.5888219,,,Detalle,OTROS,"28.040872481882225,-15.594774596393108",https://web.surikat.io/uploads/img/submissions/365F9D6C550675B308AE485164A7943B/208_12-02-2018_13-05-28_1513762025395.png,"Presencia de naciente de agua natural."
INCIDENCIA,KDu9o,,,Yes,ayagaures.pistas1,,"2018-02-12 13:08:28","2018-02-12 13:11:02","2018-02-12 13:58:40",,"2018-02-12 13:58:40",,,,,28.0505489,-15.5888219,,,Detalle,"Caída distinto nivel","28.04040463310102,-15.594969727098944",https://web.surikat.io/uploads/img/submissions/365F9D6C550675B308AE485164A7943B/209_12-02-2018_13-11-02_1513762025395.png,"Trazado con riesgo de caída a distinto nivel."
INCIDENCIA,KDu9x,,,Yes,ayagaures.pistas1,,"2018-02-12 15:23:59","2018-02-12 15:25:56","2018-02-12 16:13:35",,"2018-02-12 16:13:35",,,,,28.0087514,-15.6194435,,,Detalle,OTROS,"28.01988682720222,-15.626321062445642",https://web.surikat.io/uploads/img/submissions/365F9D6C550675B308AE485164A7943B/218_12-02-2018_15-25-56_1513762025395.png,"Naciente de agua que fluye a lo largo de la pista."
INCIDENCIA,KDuWD,,,Yes,ayagaures.pistas1,,"2018-02-12 15:27:35","2018-02-12 15:28:39","2018-02-12 16:16:17",,"2018-02-12 16:16:17",,,,,27.9960072,-15.6124798,,,Detalle,Cárcavas,"28.01902849164565,-15.626008920371534",https://web.surikat.io/uploads/img/submissions/365F9D6C550675B308AE485164A7943B/219_12-02-2018_15-28-39_1513762025395.png,"Presencia de cárcavas provocadas por lluvias."
INCIDENCIA,KDu0F,,,Yes,ayagaures.pistas1,,"2018-02-14 13:12:19","2018-02-14 13:14:00","2018-02-14 14:29:07",,"2018-02-14 14:29:07",,,,,27.9692397,-15.5861578,,,Detalle,Desprendimiento,"28.048327899910504,-15.632470361888409",https://web.surikat.io/uploads/img/submissions/365F9D6C550675B308AE485164A7943B/227_14-02-2018_13-14-00_1513762025395.png,"Desprendimientos de rocas provocados por lluvias."
INCIDENCIA,KDu0P,,,Yes,ayagaures.pistas1,,"2018-02-14 15:02:00","2018-02-14 15:03:18","2018-02-14 15:50:54",,"2018-02-14 15:50:54",,,,,27.9692397,-15.5861578,,,Detalle,OTROS,"28.019799514070286,-15.668267123401163",https://web.surikat.io/uploads/img/submissions/365F9D6C550675B308AE485164A7943B/233_14-02-2018_15-03-18_1513762025395.png,"Zona de explotación apicola."
INCIDENCIA,KDu0V,,,Yes,ayagaures.pistas1,,"2018-02-14 15:26:23","2018-02-14 15:28:08","2018-02-14 16:16:04",,"2018-02-14 16:16:04",,,,,27.9692397,-15.5861578,,,Detalle,OTROS,"28.01923715660878,-15.664280019700525",https://web.surikat.io/uploads/img/submissions/365F9D6C550675B308AE485164A7943B/234_14-02-2018_15-28-08_1513762025395.png,"Manantial natural de agua que discurre por la ladera y cruza la pista."
INCIDENCIA,KDu0s,,,Yes,ayagaures.pistas1,,"2018-02-14 15:36:12","2018-02-14 15:37:25","2018-02-14 16:24:53",,"2018-02-14 16:24:53",,,,,27.9692397,-15.5861578,,,Detalle,"Caída distinto nivel","28.01629923508608,-15.665653981268406",https://web.surikat.io/uploads/img/submissions/365F9D6C550675B308AE485164A7943B/236_14-02-2018_15-37-25_1513762025395.png,"Zona con riesgo de caída a distinto nivel."
INCIDENCIA,KDuV1,,,Yes,ayagaures.pistas1,,"2018-02-14 15:44:39","2018-02-14 15:46:15","2018-02-14 16:35:00",,"2018-02-14 16:35:00",,,,,27.9692397,-15.5861578,,,Detalle,Desprendimiento,"28.01747251902163,-15.658607818186283",https://web.surikat.io/uploads/img/submissions/365F9D6C550675B308AE485164A7943B/237_14-02-2018_15-46-15_1513762025395.png,"Zona de desprendimientos de rocas y corrimiento de tierras."
INCIDENCIA,KDuVC,,,Yes,ayagaures.pistas1,,"2018-02-14 15:49:09","2018-02-14 15:50:49","2018-02-14 16:38:23",,"2018-02-14 16:38:23",,,,,27.9692397,-15.5861578,,,Detalle,OTROS,"28.017485246299984,-15.65748196095228",https://web.surikat.io/uploads/img/submissions/365F9D6C550675B308AE485164A7943B/238_14-02-2018_15-50-49_1513762025395.png,"Zona con salto de agua que cruza la pista procedente de la montaña."
INCIDENCIA,KDuVi,,,Yes,ayagaures.pistas1,,"2018-02-14 15:58:02","2018-02-14 15:59:49","2018-02-14 16:47:18",,"2018-02-14 16:47:18",,,,,27.9692397,-15.5861578,,,Detalle,"Caída distinto nivel","28.01399495584162,-15.654593221843243",https://web.surikat.io/uploads/img/submissions/365F9D6C550675B308AE485164A7943B/239_14-02-2018_15-59-49_1513762025395.png,"Zona con alto riesgo de caída a distinto nivel."
INCIDENCIA,KDuVn,,,Yes,ayagaures.pistas1,,"2018-02-14 16:01:53","2018-02-14 16:03:52","2018-02-14 16:51:21",,"2018-02-14 16:51:21",,,,,27.9692397,-15.5861578,,,Detalle,Desprendimiento,"28.015083611833415,-15.653752014040947",https://web.surikat.io/uploads/img/submissions/365F9D6C550675B308AE485164A7943B/240_14-02-2018_16-03-52_1513762025395.png,"Zona con múltiples desprendimientos a lo largo de toda la pista."
INCIDENCIA,KDuV5,,,Yes,ayagaures.pistas1,,"2018-02-14 16:08:26","2018-02-14 16:10:06","2018-02-14 16:57:34",,"2018-02-14 16:57:34",,,,,27.9692397,-15.5861578,,,Detalle,OTROS,"28.016502577592114,-15.652165487408638",https://web.surikat.io/uploads/img/submissions/365F9D6C550675B308AE485164A7943B/241_14-02-2018_16-10-06_1513762025395.png,"Zona de flujo abundante de agua que cruza la pista procedente de la montaña."
INCIDENCIA,KDuVN,,,Yes,ayagaures.pistas1,,"2018-02-14 16:26:36","2018-02-14 16:27:38","2018-02-14 17:15:06",,"2018-02-14 17:15:06",,,,,27.9692397,-15.5861578,,,Detalle,"Caída distinto nivel","28.00984032085931,-15.64601518213749",https://web.surikat.io/uploads/img/submissions/365F9D6C550675B308AE485164A7943B/243_14-02-2018_16-27-38_1513762025395.png,"Zona con riesgo de caída a distinto nivel."
INCIDENCIA,KDuVH,,,Yes,ayagaures.pistas1,,"2018-02-14 16:35:26","2018-02-14 16:36:43","2018-02-14 17:24:11",,"2018-02-14 17:24:11",,,,,27.9692397,-15.5861578,,,Detalle,Desprendimiento,"28.00917371731228,-15.642985962331297",https://web.surikat.io/uploads/img/submissions/365F9D6C550675B308AE485164A7943B/244_14-02-2018_16-36-43_1513762025395.png,"Zona de desprendimientos de rocas provocados por lluvias."
INCIDENCIA,KDuVV,,,Yes,ayagaures.pistas1,,"2018-02-14 16:49:30","2018-02-14 16:50:22","2018-02-14 17:37:52",,"2018-02-14 17:37:52",,,,,27.9692397,-15.5861578,,,Detalle,OTROS,"28.010128332572066,-15.633444003760813",https://web.surikat.io/uploads/img/submissions/365F9D6C550675B308AE485164A7943B/246_14-02-2018_16-50-22_1513762025395.png,"Zona de explotación apicola."
INCIDENCIA,KDuTd,,,Yes,ayagaures.pistas1,,"2018-02-16 09:23:22","2018-02-16 09:24:38","2018-02-16 10:12:05",,"2018-02-16 10:12:05",,,,,27.9736003,-15.780206,,,Detalle,"Explotación ganadera","27.961481034158794,-15.786420442163946",https://web.surikat.io/uploads/img/submissions/365F9D6C550675B308AE485164A7943B/254_16-02-2018_09-24-38_1513762025395.png,"Zona de explotación de ganado vacuno."
INCIDENCIA,KDuTu,,,Yes,ayagaures.pistas1,,"2018-02-16 09:49:09","2018-02-16 09:51:00","2018-02-16 10:38:23",,"2018-02-16 10:38:23",,,,,27.9736003,-15.780206,,,Detalle,"Caída distinto nivel","27.96325784154115,-15.791889801621437",https://web.surikat.io/uploads/img/submissions/365F9D6C550675B308AE485164A7943B/257_16-02-2018_09-51-00_1513762025395.png,"Trazado de la pista con riesgo de caída a distinto nivel."
INCIDENCIA,KDuTI,,,Yes,ayagaures.pistas1,,"2018-02-16 10:09:26","2018-02-16 10:11:41","2018-02-16 10:59:04",,"2018-02-16 10:59:04",,,,,27.9652779,-15.7757409,,,Detalle,Desprendimiento,"27.949641716051634,-15.784765519201756",https://web.surikat.io/uploads/img/submissions/365F9D6C550675B308AE485164A7943B/260_16-02-2018_10-11-41_1513762025395.png,"Zona de desprendimientos con riesgo de caída a distinto nivel."
INCIDENCIA,KDuT8,,,Yes,ayagaures.pistas1,,"2018-02-16 10:16:40","2018-02-16 10:18:54","2018-02-16 11:06:28",,"2018-02-16 11:06:28",,,,,27.9818964,-15.7826177,,,Detalle,Vertidos,"27.945954935448633,-15.782055146992207",https://web.surikat.io/uploads/img/submissions/365F9D6C550675B308AE485164A7943B/261_16-02-2018_10-18-54_1513762025395.png,"Vertidos de tejido sintético en la ladera."
INCIDENCIA,KD0DB,,,Yes,ayagaures.pistas1,,"2018-02-16 10:48:20","2018-02-16 10:50:24","2018-02-16 14:11:51",,"2018-02-16 14:11:51",,,,,27.9652779,-15.7757409,,,Detalle,"Explotación agrícola","27.924634713547743,-15.804754011332989",https://web.surikat.io/uploads/img/submissions/365F9D6C550675B308AE485164A7943B/267_16-02-2018_10-50-24_1513762025395.png,"Explotación agrícola a lo largo del barranco y a ambos lados de la pista aunque no de forma continuada."
INCIDENCIA,KD0DE,,,Yes,ayagaures.pistas1,,"2018-02-16 11:20:08","2018-02-16 11:21:19","2018-02-16 14:11:51",,"2018-02-16 14:11:51",,,,,27.9652779,-15.7757409,,,Detalle,Instalaciones,"27.90829032207783,-15.825885459780695",https://web.surikat.io/uploads/img/submissions/365F9D6C550675B308AE485164A7943B/272_16-02-2018_11-21-19_1513762025395.png,"Acceso al Camping de Tasartico."
